Module,RMSE,MAE,R2
AAA,12.104488372802734,9.204926490783691,0.14166027307510376
BBB,11.89980411529541,9.52918815612793,0.41196775436401367
CCC,17.48563003540039,12.683455467224121,0.4714164137840271
DDD,48.286991119384766,37.05024337768555,-1.1522698402404785
EEE,16.587993621826172,13.500747680664062,0.013413548469543457
FFF,23.83048439025879,19.74793243408203,-1.0013234615325928
GGG,0.1748715043067932,0.0703291967511177,-144949395456.0
