epoch,loss_total,loss_reg,loss_transfer,loss_diversity,loss_stability
1,94.69449615478516,152.53782653808594,0.4301823675632477,-578.8692626953125,0.005843028891831636
2,85.93379211425781,143.77711486816406,0.4301823675632477,-578.8692626953125,0.005954819265753031
3,77.60574340820312,135.4490509033203,0.4301823675632477,-578.8692626953125,0.006075707729905844
4,69.7027359008789,127.54602813720703,0.4301823675632477,-578.8692626953125,0.006203599739819765
5,62.21707534790039,120.06035614013672,0.4301823675632477,-578.8692626953125,0.0063370163552463055
6,55.13945388793945,112.98271942138672,0.4301823675632477,-578.8692626953125,0.006475446745753288
7,48.457374572753906,106.30062866210938,0.4301823675632477,-578.8692626953125,0.006618117447942495
8,42.157508850097656,100.00074768066406,0.4301823675632477,-578.8692626953125,0.006764130666851997
9,36.224029541015625,94.06725311279297,0.4301823675632477,-578.8692626953125,0.006912837270647287
10,30.64368438720703,88.48689270019531,0.4301823675632477,-578.8692626953125,0.007063592784106731
11,25.400527954101562,83.24372100830078,0.4301823675632477,-578.8692626953125,0.007216076832264662
12,20.48078155517578,78.32395935058594,0.4301823675632477,-578.8692626953125,0.0073704468086361885
13,15.86861515045166,73.71177673339844,0.4301823675632477,-578.8692626953125,0.007525404915213585
14,11.549332618713379,69.3924789428711,0.4301823675632477,-578.8692626953125,0.007680355571210384
15,7.506753444671631,65.34988403320312,0.4301823675632477,-578.8692626953125,0.007835814729332924
16,3.7258167266845703,61.56892776489258,0.4301823675632477,-578.8692626953125,0.00799162220209837
17,0.19141227006912231,58.034507751464844,0.4301823675632477,-578.8692626953125,0.008147374726831913
18,-3.1122374534606934,54.73084259033203,0.4301823675632477,-578.8692626953125,0.008302224799990654
19,-6.198892116546631,51.64417266845703,0.4301823675632477,-578.8692626953125,0.008456277661025524
20,-9.082486152648926,48.760562896728516,0.4301823675632477,-578.8692626953125,0.008609763346612453
21,-11.776440620422363,46.066593170166016,0.4301823675632477,-578.8692626953125,0.008762925863265991
22,-14.292614936828613,43.5504035949707,0.4301823675632477,-578.8692626953125,0.008915373124182224
23,-16.64261817932129,41.20038604736328,0.4301823675632477,-578.8692626953125,0.009066516533493996
24,-18.83745002746582,39.00553894042969,0.4301823675632477,-578.8692626953125,0.009216312319040298
25,-20.886987686157227,36.95598602294922,0.4301823675632477,-578.8692626953125,0.009365072473883629
26,-22.800771713256836,35.04218673706055,0.4301823675632477,-578.8692626953125,0.009512440301477909
27,-24.589614868164062,33.25333023071289,0.4301823675632477,-578.8692626953125,0.009657965041697025
28,-26.262371063232422,31.58055877685547,0.4301823675632477,-578.8692626953125,0.009801669046282768
29,-27.82657814025879,30.016338348388672,0.4301823675632477,-578.8692626953125,0.009943665936589241
30,-29.289859771728516,28.553041458129883,0.4301823675632477,-578.8692626953125,0.010084277018904686
31,-30.659423828125,27.18346405029297,0.4301823675632477,-578.8692626953125,0.01022312417626381
32,-31.941579818725586,25.901294708251953,0.4301823675632477,-578.8692626953125,0.010360374115407467
33,-33.142879486083984,24.699979782104492,0.4301823675632477,-578.8692626953125,0.010496220551431179
34,-34.268497467041016,23.57434844970703,0.4301823675632477,-578.8692626953125,0.010630452074110508
35,-35.32388687133789,22.51894760131836,0.4301823675632477,-578.8692626953125,0.010763132944703102
36,-36.313934326171875,21.528886795043945,0.4301823675632477,-578.8692626953125,0.010893872939050198
37,-37.24324417114258,20.599565505981445,0.4301823675632477,-578.8692626953125,0.011023160070180893
38,-38.11627960205078,19.726518630981445,0.4301823675632477,-578.8692626953125,0.011151078157126904
39,-38.93678283691406,18.9060001373291,0.4301823675632477,-578.8692626953125,0.011277551762759686
40,-39.70845031738281,18.134319305419922,0.4301823675632477,-578.8692626953125,0.011402454227209091
41,-40.434608459472656,17.408151626586914,0.4301823675632477,-578.8692626953125,0.011525873094797134
42,-41.11853790283203,16.72420883178711,0.4301823675632477,-578.8692626953125,0.01164777111262083
43,-41.76322937011719,16.079504013061523,0.4301823675632477,-578.8692626953125,0.011768153868615627
44,-42.37125778198242,15.471461296081543,0.4301823675632477,-578.8692626953125,0.011886966414749622
45,-42.94501495361328,14.897693634033203,0.4301823675632477,-578.8692626953125,0.01200416125357151
46,-43.486968994140625,14.355729103088379,0.4301823675632477,-578.8692626953125,0.012119730934500694
47,-43.99918746948242,13.843500137329102,0.4301823675632477,-578.8692626953125,0.012233937159180641
48,-44.48355484008789,13.359119415283203,0.4301823675632477,-578.8692626953125,0.012347033247351646
49,-44.941978454589844,12.900683403015137,0.4301823675632477,-578.8692626953125,0.012459242716431618
