stage,mae_mean,mae_std,rmse_mean,r2_mean
T1,0.7284593455574069,0.5709458408069806,0.7284593455574069,
T2,0.8484820363465232,0.46266710692497054,0.8484820363465232,
T3,0.8151758637592323,0.602471386620593,0.8151758637592323,
T4,1.1526751411521077,0.44305537279830776,1.1526751411521077,
