data_size,RF,XGB,DynamicFusion
100%,0.25,8.876712799072266,0.330401106278984
50%,1.5600000000000023,22.89885711669922,0.027512105926618347
30%,1.5600000000000023,22.89885711669922,0.027512105926618347
10%,1.5600000000000023,22.89885711669922,0.027512105926618347
